Age,Name,Value,Overall,Potential,Dribbling,Finishing,ShortPassing,LongPassing,Composure,Vision,Acceleration,SprintSpeed,International Reputation,BMI
20,M. Kuleli,400000,62,73,19.0,15.0,30.0,22.0,39.0,44.0,58.0,60.0,1.0,23.8547835567004
20,K. Duncan,475000,62,74,60.0,28.0,57.0,48.0,49.0,42.0,80.0,82.0,1.0,21.51024710212685
21,M. Eskihellaç,450000,62,70,66.0,60.0,58.0,57.0,48.0,53.0,74.0,72.0,1.0,23.46234586361445
19,Bruno Michel,525000,62,74,66.0,46.0,60.0,49.0,57.0,63.0,73.0,72.0,1.0,26.1207623006962
23,L. Nolan,400000,62,66,59.0,33.0,63.0,62.0,62.0,59.0,62.0,58.0,1.0,22.421021220569155
26,H. Futami,260000,62,62,45.0,28.0,60.0,57.0,52.0,34.0,62.0,70.0,1.0,23.66127181233954
19,D. Otto,650000,62,81,54.0,68.0,54.0,38.0,53.0,49.0,66.0,65.0,1.0,23.88491485798803
23,Quique Cebriá,350000,62,71,9.0,7.0,24.0,27.0,42.0,35.0,21.0,29.0,1.0,20.89535552147065
24,D. Granli,375000,62,69,56.0,43.0,61.0,58.0,56.0,49.0,66.0,62.0,1.0,22.06880941602536
23,J. Vargas,375000,62,70,32.0,21.0,59.0,34.0,54.0,31.0,60.0,58.0,1.0,23.14156084727107
30,Túlio Nevinha,230000,62,62,22.0,23.0,55.0,42.0,64.0,32.0,62.0,62.0,1.0,22.578089633318243
23,D. Sappa,350000,62,71,6.0,8.0,30.0,23.0,50.0,38.0,28.0,30.0,1.0,24.48387876184596
26,N. Boxall,0,62,64,44.0,24.0,50.0,44.0,45.0,34.0,68.0,74.0,1.0,23.717173171355185
18,Emilio Bernad,500000,62,76,10.0,8.0,25.0,27.0,27.0,30.0,42.0,40.0,1.0,20.59642339669997
23,Murilo Mendes,425000,62,69,71.0,60.0,56.0,35.0,54.0,51.0,74.0,75.0,1.0,23.09188291845972
23,J. Obrian,425000,62,69,64.0,55.0,56.0,60.0,52.0,63.0,79.0,83.0,1.0,21.822045108259765
20,M. Nicolas,550000,62,76,16.0,9.0,29.0,26.0,36.0,40.0,18.0,26.0,1.0,23.383178071894548
21,J. Möbius,525000,62,73,68.0,59.0,59.0,55.0,52.0,57.0,68.0,69.0,1.0,23.09188291845972
26,Thallyson,290000,62,63,61.0,35.0,37.0,34.0,46.0,65.0,73.0,74.0,1.0,22.12814866471266
20,C. Kobald,400000,62,71,43.0,21.0,52.0,49.0,48.0,47.0,59.0,63.0,1.0,23.21578813236839
22,J. Gray,400000,62,67,62.0,57.0,63.0,60.0,50.0,59.0,77.0,73.0,1.0,21.50233987908856
36,S. Nelson,40000,62,62,17.0,13.0,23.0,31.0,53.0,37.0,37.0,39.0,1.0,23.73811679492984
31,D. Sołdecki,200000,62,62,53.0,34.0,63.0,55.0,66.0,44.0,59.0,43.0,1.0,22.6921237384052
20,M. Hongla,400000,62,70,32.0,29.0,61.0,62.0,55.0,58.0,60.0,61.0,1.0,23.04766681981956
19,V. Dragomir,650000,62,79,68.0,48.0,63.0,57.0,48.0,65.0,69.0,70.0,1.0,21.22555265518694
26,D. Schmidt,260000,62,65,12.0,7.0,27.0,23.0,33.0,40.0,19.0,15.0,1.0,23.471380598107235
25,N. Erlbeck,375000,62,66,60.0,50.0,66.0,61.0,61.0,63.0,68.0,67.0,1.0,23.58574464440679
27,D. Gallagher,300000,62,64,34.0,25.0,37.0,31.0,49.0,32.0,51.0,54.0,1.0,22.530434382592915
21,M. Hauptmeijer,375000,62,72,19.0,14.0,21.0,25.0,42.0,36.0,33.0,35.0,1.0,19.261371856077048
28,A. Granlund,240000,62,62,52.0,32.0,55.0,52.0,57.0,57.0,67.0,69.0,1.0,24.95821318173249
23,Kim Dong Min,350000,62,67,58.0,30.0,55.0,37.0,65.0,47.0,73.0,63.0,1.0,22.179094496170023
22,F. Kusić,425000,62,72,38.0,25.0,45.0,39.0,45.0,33.0,63.0,81.0,1.0,23.31670573211317
25,A. Sorge,350000,62,67,26.0,26.0,52.0,26.0,56.0,27.0,51.0,51.0,1.0,22.04086015731966
19,F. Venegas,500000,62,75,53.0,34.0,60.0,49.0,44.0,45.0,61.0,52.0,1.0,24.270881494421847
27,R. Shinzato,290000,62,63,41.0,33.0,56.0,47.0,52.0,39.0,66.0,66.0,1.0,20.89535552147065
19,Borja Estepa,575000,62,75,72.0,68.0,58.0,47.0,52.0,57.0,82.0,75.0,1.0,23.784833216192744
30,M. Solheim,220000,62,62,56.0,42.0,58.0,62.0,58.0,51.0,62.0,69.0,1.0,24.10412984091274
23,G. Rea,375000,62,69,45.0,30.0,60.0,58.0,51.0,43.0,55.0,60.0,1.0,21.822045108259765
26,Rubén Mesa,375000,62,65,59.0,65.0,57.0,35.0,49.0,49.0,62.0,52.0,1.0,22.36012293284699
20,M. Browne,675000,62,77,66.0,50.0,58.0,55.0,54.0,60.0,78.0,80.0,1.0,23.37657736539963
32,S. Morishita,170000,62,62,41.0,22.0,45.0,35.0,57.0,39.0,56.0,57.0,1.0,22.522494024579885
18,O. Kabak,575000,62,77,32.0,26.0,41.0,34.0,60.0,30.0,56.0,65.0,1.0,21.761164815803955
25,A. Pikk,325000,62,66,56.0,47.0,58.0,53.0,44.0,54.0,72.0,68.0,1.0,23.46234586361445
22,N. Espinoza,350000,62,71,12.0,17.0,23.0,18.0,51.0,52.0,49.0,47.0,1.0,23.11915734942581
29,A. Ahmed,290000,62,62,63.0,41.0,66.0,60.0,45.0,60.0,67.0,65.0,1.0,21.45829931578201
20,H. Bilal,550000,62,74,68.0,59.0,57.0,55.0,47.0,49.0,79.0,69.0,1.0,22.74643517152081
26,J. Soto,300000,62,64,59.0,29.0,58.0,47.0,49.0,42.0,76.0,74.0,1.0,24.340963531183927
20,M. Léris,675000,62,76,58.0,68.0,42.0,30.0,59.0,51.0,52.0,54.0,1.0,22.6921237384052
22,M. Maier,425000,62,69,59.0,47.0,68.0,61.0,68.0,61.0,66.0,68.0,1.0,20.501078909954376
18,F. Hornby,625000,62,81,64.0,65.0,54.0,44.0,58.0,52.0,58.0,54.0,1.0,21.814169307378904
33,F. Adu Kwame,120000,62,62,58.0,45.0,56.0,56.0,60.0,40.0,81.0,80.0,1.0,24.270881494421847
33,M. Hamoud,120000,62,62,57.0,45.0,63.0,55.0,61.0,54.0,75.0,73.0,1.0,21.79494154906677
23,I. Alba,325000,62,66,52.0,60.0,59.0,50.0,42.0,50.0,71.0,74.0,1.0,23.169473307757965
19,A. López,575000,62,75,67.0,56.0,56.0,47.0,58.0,46.0,75.0,77.0,1.0,23.755218419470943
19,A. Akinyemi,650000,62,76,61.0,63.0,47.0,32.0,51.0,44.0,72.0,75.0,1.0,23.22883657763694
26,M. Gutiérrez,350000,62,63,70.0,51.0,65.0,50.0,48.0,49.0,84.0,86.0,1.0,21.45829931578201
24,G. Diaz,325000,62,66,57.0,44.0,56.0,53.0,59.0,49.0,73.0,82.0,1.0,22.404001099142366
20,R. ten Hove,475000,62,75,10.0,10.0,22.0,29.0,47.0,22.0,30.0,21.0,1.0,20.081076002040323
18,Pedro Neto,625000,62,79,65.0,64.0,60.0,44.0,58.0,56.0,63.0,63.0,1.0,21.12301338897292
29,C. Fagan,300000,62,62,57.0,62.0,58.0,52.0,55.0,57.0,67.0,69.0,1.0,21.54240355299968
23,M. Clayton,425000,62,69,60.0,62.0,57.0,45.0,58.0,56.0,78.0,76.0,1.0,22.74643517152081
22,M. Litka,500000,62,72,66.0,54.0,59.0,34.0,48.0,55.0,78.0,69.0,1.0,20.917869982518194
24,J. McGing,325000,62,66,51.0,34.0,60.0,55.0,60.0,46.0,62.0,64.0,1.0,22.09108402055338
24,J. Jiménez,375000,62,70,54.0,30.0,65.0,58.0,61.0,55.0,63.0,54.0,1.0,23.46234586361445
27,Li Peng,300000,62,64,25.0,20.0,45.0,40.0,50.0,26.0,49.0,54.0,1.0,22.578089633318243
25,Carlos Gracia,350000,62,68,55.0,30.0,59.0,56.0,54.0,47.0,62.0,64.0,1.0,23.8547835567004
20,R. Hernández,600000,62,76,56.0,31.0,44.0,43.0,42.0,37.0,82.0,83.0,1.0,24.13004124545533
24,E. Yeşilyurt,375000,62,65,65.0,55.0,64.0,57.0,50.0,45.0,67.0,64.0,1.0,22.8071884715198
20,A. Jones,475000,62,74,33.0,21.0,37.0,28.0,48.0,35.0,39.0,50.0,1.0,20.89535552147065
25,G. Piscitella,350000,62,63,66.0,58.0,52.0,46.0,56.0,54.0,79.0,79.0,1.0,21.194724144051523
21,Samuel Manchón,550000,62,74,65.0,52.0,63.0,51.0,55.0,58.0,73.0,70.0,1.0,21.748105843543435
25,H. Silveira,400000,62,67,48.0,61.0,44.0,39.0,62.0,54.0,41.0,51.0,1.0,23.22883657763694
18,Andrés Martín,625000,62,78,63.0,63.0,58.0,52.0,59.0,53.0,66.0,64.0,1.0,23.46234586361445
27,J. Labadie,300000,62,62,60.0,49.0,64.0,63.0,58.0,59.0,66.0,67.0,1.0,25.15278406518787
31,P. Kristensen,200000,62,62,59.0,52.0,61.0,58.0,61.0,58.0,66.0,64.0,1.0,22.799443023018387
21,D. Agyei,475000,62,71,60.0,56.0,55.0,40.0,65.0,54.0,75.0,75.0,1.0,23.04766681981956
28,N. Fofana,240000,62,62,48.0,17.0,58.0,47.0,54.0,38.0,63.0,62.0,1.0,23.31670573211317
28,A. Golec,250000,62,62,43.0,32.0,48.0,51.0,53.0,24.0,45.0,53.0,1.0,23.367157845426803
23,C. Pérez,450000,62,73,33.0,22.0,56.0,38.0,54.0,32.0,50.0,52.0,1.0,22.953955935386794
23,S. Hendrie,325000,62,66,60.0,30.0,48.0,38.0,47.0,43.0,72.0,76.0,1.0,22.111268712333345
20,J. Porsan-Clémenté,450000,62,70,59.0,63.0,57.0,53.0,56.0,53.0,66.0,67.0,1.0,21.79494154906677
26,F. Valenčič,375000,62,65,66.0,62.0,48.0,56.0,64.0,68.0,71.0,61.0,1.0,24.27328853137936
25,K. Marsh-Brown,350000,62,63,64.0,59.0,56.0,54.0,58.0,56.0,77.0,78.0,1.0,22.168459344442
25,P. Retre,300000,62,64,61.0,49.0,62.0,55.0,63.0,59.0,62.0,67.0,1.0,23.66127181233954
28,G. Woods,240000,62,63,13.0,12.0,22.0,23.0,43.0,34.0,52.0,49.0,1.0,22.6921237384052
22,M. Konradsen,450000,62,70,66.0,62.0,64.0,62.0,57.0,56.0,74.0,61.0,1.0,23.46234586361445
21,R. Hardie,550000,62,74,58.0,64.0,49.0,42.0,51.0,40.0,86.0,91.0,1.0,21.16342236306021
22,S. Gronsveld,375000,62,70,62.0,33.0,64.0,63.0,54.0,52.0,66.0,65.0,1.0,20.083627015864728
31,L. Dodds,270000,62,62,64.0,61.0,65.0,59.0,55.0,64.0,69.0,72.0,1.0,25.2429076286724
19,M. Shabani,575000,62,75,66.0,50.0,69.0,68.0,67.0,65.0,66.0,62.0,1.0,20.97566822485916
30,J. McGlashan,290000,62,62,61.0,53.0,57.0,51.0,50.0,52.0,87.0,87.0,1.0,20.677960952829395
31,T. Soares,260000,62,62,58.0,59.0,62.0,58.0,61.0,62.0,57.0,54.0,1.0,21.55300619596615
32,S. Dawson,230000,62,62,56.0,33.0,62.0,63.0,63.0,59.0,47.0,38.0,1.0,21.28396728367254
29,T. Matsuura,300000,62,62,67.0,60.0,57.0,54.0,60.0,59.0,62.0,72.0,1.0,22.784103530966444
22,D. Pelivan,400000,62,71,54.0,48.0,59.0,57.0,60.0,54.0,59.0,65.0,1.0,21.23750042184076
24,B. Heneghan,350000,62,68,35.0,13.0,54.0,49.0,50.0,35.0,37.0,52.0,1.0,20.62240455668888
25,M. Agger,375000,62,64,62.0,63.0,48.0,28.0,53.0,50.0,79.0,75.0,1.0,22.45594865770336
23,B. Waters,375000,62,65,59.0,56.0,56.0,54.0,42.0,55.0,80.0,83.0,1.0,24.475872657063857
20,N. Delgadillo,675000,62,76,68.0,58.0,62.0,60.0,53.0,44.0,80.0,74.0,1.0,22.111268712333345
19,T. Campanini,375000,62,70,53.0,46.0,59.0,52.0,56.0,52.0,60.0,65.0,1.0,22.8071884715198
26,M. Raynov,0,62,66,61.0,55.0,66.0,60.0,67.0,44.0,67.0,66.0,1.0,22.732802819236685
26,K. Larson,290000,62,63,55.0,27.0,56.0,55.0,59.0,51.0,72.0,66.0,1.0,22.74643517152081
21,A. Boupendza,500000,62,72,59.0,66.0,52.0,32.0,47.0,53.0,61.0,63.0,1.0,24.270881494421847
21,J. Hernández,400000,62,71,56.0,36.0,56.0,53.0,55.0,51.0,74.0,75.0,1.0,24.57881168349671
26,R. Mahazi,325000,62,65,58.0,40.0,60.0,55.0,50.0,59.0,68.0,65.0,1.0,23.66127181233954
21,S. Kurt,425000,62,68,73.0,54.0,61.0,48.0,46.0,53.0,68.0,64.0,1.0,23.87235798880749
33,G. Perrulli,180000,62,62,52.0,51.0,68.0,65.0,53.0,61.0,64.0,66.0,1.0,24.57881168349671
22,K. Memija,375000,62,70,62.0,33.0,61.0,50.0,47.0,29.0,79.0,80.0,1.0,23.66127181233954
29,S. McGinn,290000,62,62,64.0,50.0,61.0,61.0,72.0,63.0,45.0,44.0,1.0,24.54773565595517
31,Kim Keun Hoan,200000,62,62,52.0,48.0,67.0,65.0,57.0,63.0,49.0,59.0,1.0,23.14156084727107
30,M. Raynes,230000,62,62,21.0,21.0,54.0,42.0,46.0,35.0,48.0,45.0,1.0,20.456925018121293
20,C. Rocchia,600000,62,76,50.0,34.0,52.0,47.0,54.0,44.0,67.0,68.0,1.0,21.45829931578201
28,J. Dunne,300000,62,62,57.0,47.0,63.0,59.0,63.0,59.0,55.0,54.0,1.0,23.44031900982186
29,Hou Sen,250000,62,64,28.0,12.0,26.0,42.0,47.0,47.0,37.0,55.0,1.0,22.97419646899049
24,Min Junlin,375000,62,70,47.0,32.0,64.0,58.0,53.0,53.0,54.0,61.0,1.0,22.74643517152081
22,I. Escobar,350000,62,69,60.0,28.0,56.0,51.0,45.0,40.0,81.0,82.0,1.0,21.12301338897292
20,Pepê,575000,62,75,65.0,52.0,65.0,60.0,57.0,62.0,58.0,60.0,1.0,23.474145989856407
19,D. Johnson,600000,62,78,58.0,29.0,56.0,42.0,55.0,41.0,64.0,61.0,1.0,23.21578813236839
24,L. Gil,400000,62,67,63.0,55.0,69.0,63.0,53.0,68.0,62.0,55.0,1.0,22.111268712333345
21,B. Haunstrup,450000,62,73,62.0,25.0,60.0,54.0,43.0,42.0,76.0,75.0,1.0,25.079387325320223
24,Lee Dong Su,425000,62,69,44.0,31.0,65.0,64.0,60.0,67.0,60.0,57.0,1.0,20.97566822485916
20,Q. Bena,425000,62,72,66.0,55.0,64.0,58.0,61.0,63.0,68.0,62.0,1.0,22.953955935386794
20,H. Türkmen,400000,62,71,44.0,25.0,50.0,41.0,51.0,33.0,61.0,69.0,1.0,23.31670573211317
23,B. Kyere,375000,62,69,39.0,32.0,51.0,37.0,48.0,27.0,65.0,73.0,1.0,25.15278406518787
17,L. Pintor,675000,62,83,64.0,64.0,55.0,40.0,50.0,55.0,78.0,75.0,1.0,20.94085820824703
17,Eric García,550000,62,82,51.0,30.0,58.0,54.0,57.0,41.0,56.0,56.0,1.0,23.58574464440679
20,A. Solano,425000,62,72,60.0,28.0,57.0,52.0,55.0,46.0,67.0,66.0,1.0,22.74643517152081
25,C. Harold,350000,62,63,61.0,63.0,52.0,50.0,55.0,61.0,89.0,87.0,1.0,25.38228817422923
26,I. Gelios,270000,62,66,12.0,8.0,28.0,15.0,33.0,12.0,49.0,42.0,1.0,20.99737532808399
26,D. Kudła,270000,62,66,14.0,18.0,26.0,20.0,60.0,51.0,43.0,48.0,1.0,23.73811679492984
22,Lee Sang Ki,375000,62,70,64.0,52.0,64.0,53.0,62.0,65.0,79.0,74.0,1.0,24.95821318173249
22,W. Omsberg,425000,62,72,28.0,20.0,53.0,49.0,44.0,27.0,54.0,57.0,1.0,21.79924293269618
31,B. Schwarz,200000,62,62,51.0,42.0,63.0,52.0,59.0,40.0,64.0,64.0,1.0,23.00965698077001
29,R. Koczor,240000,62,63,20.0,10.0,49.0,40.0,37.0,39.0,45.0,48.0,1.0,20.94015946736825
26,T. Cicek,375000,62,65,60.0,63.0,56.0,55.0,46.0,39.0,75.0,80.0,1.0,22.522494024579885
24,A. Mehring,325000,62,70,21.0,12.0,28.0,26.0,35.0,32.0,43.0,47.0,1.0,22.623156357423824
22,M. Briceño,525000,62,73,69.0,60.0,55.0,49.0,53.0,45.0,75.0,81.0,1.0,23.00965698077001
27,P. Hellquist,350000,62,63,53.0,58.0,62.0,56.0,60.0,56.0,70.0,73.0,1.0,21.822045108259765
25,L. Dennis,375000,62,65,64.0,56.0,59.0,52.0,61.0,60.0,82.0,82.0,1.0,20.044709302257925
28,M. Baude,240000,62,62,52.0,33.0,49.0,48.0,62.0,42.0,67.0,67.0,1.0,24.10412984091274
24,L. Moneta,400000,62,66,63.0,48.0,63.0,58.0,59.0,56.0,72.0,71.0,1.0,23.43648628395567
32,S. Hyodo,230000,62,62,58.0,54.0,69.0,60.0,62.0,60.0,70.0,70.0,1.0,22.799443023018387
25,S. Økland,375000,62,66,62.0,39.0,64.0,61.0,69.0,60.0,63.0,52.0,1.0,21.51024710212685
35,L. Sapela,70000,62,62,15.0,14.0,38.0,31.0,51.0,35.0,34.0,24.0,1.0,23.62308266100644
21,J. Tell,475000,62,71,64.0,69.0,63.0,48.0,58.0,51.0,67.0,63.0,1.0,21.49933261882236
26,A. Altuna,325000,62,65,57.0,30.0,65.0,58.0,56.0,54.0,56.0,59.0,1.0,22.09108402055338
21,A. Rizzo,500000,62,72,63.0,42.0,59.0,57.0,59.0,56.0,80.0,78.0,1.0,22.74643517152081
19,L. Thomas,650000,62,76,68.0,49.0,52.0,35.0,52.0,55.0,81.0,83.0,1.0,23.567307089843418
21,R. Schlegel,475000,62,74,31.0,27.0,34.0,35.0,47.0,31.0,48.0,60.0,1.0,23.88491485798803
22,D. Montoya,350000,62,69,42.0,24.0,49.0,41.0,47.0,37.0,74.0,70.0,1.0,21.90224033463669
25,Lee Min Gi,325000,62,66,58.0,26.0,60.0,56.0,65.0,46.0,73.0,75.0,1.0,23.169473307757965
23,C. Maloney,350000,62,67,63.0,32.0,63.0,42.0,49.0,49.0,69.0,69.0,1.0,23.567307089843418
27,A. Taylor-Sinclair,280000,62,63,60.0,26.0,52.0,47.0,61.0,50.0,73.0,78.0,1.0,23.22883657763694
24,R. Al Ebrahim,425000,62,68,62.0,57.0,57.0,55.0,58.0,62.0,70.0,69.0,1.0,23.10120035714657
19,B. Castrillon,650000,62,80,66.0,60.0,58.0,50.0,52.0,53.0,78.0,75.0,1.0,20.82125605484473
27,Kim Kyung Jung,325000,62,62,61.0,55.0,61.0,37.0,54.0,63.0,80.0,80.0,1.0,22.522494024579885
20,S. Cibois,550000,62,79,11.0,8.0,28.0,23.0,48.0,30.0,36.0,30.0,1.0,22.04086015731966
21,M. Hiller,325000,62,69,8.0,9.0,29.0,20.0,14.0,27.0,34.0,29.0,1.0,23.99275690357628
19,D. Kopacz,650000,62,77,65.0,48.0,66.0,62.0,60.0,63.0,69.0,64.0,1.0,21.50233987908856
16,H. Massengo,450000,62,75,53.0,39.0,66.0,61.0,50.0,52.0,62.0,62.0,1.0,20.94085820824703
32,Jo Jae Cheol,230000,62,62,61.0,62.0,62.0,62.0,67.0,61.0,66.0,70.0,1.0,20.501078909954376
27,M. Schimpelsberger,250000,62,62,60.0,43.0,57.0,56.0,60.0,51.0,75.0,77.0,1.0,22.45594865770336
20,M. Juel Andersen,450000,62,73,39.0,32.0,59.0,56.0,42.0,25.0,52.0,43.0,1.0,22.04086015731966
25,F. Cobos,325000,62,67,66.0,32.0,52.0,34.0,56.0,47.0,65.0,46.0,1.0,26.255154551125425
21,D. van der Heijden,500000,62,72,43.0,62.0,55.0,30.0,56.0,50.0,65.0,69.0,1.0,20.081076002040323
23,P. Soiri,425000,62,68,65.0,68.0,59.0,55.0,49.0,55.0,75.0,70.0,1.0,18.83272386055295
18,J. Yeboah,675000,62,83,66.0,60.0,58.0,42.0,49.0,55.0,77.0,75.0,1.0,24.13004124545533
36,M. Taylor,30000,62,62,61.0,50.0,65.0,67.0,68.0,71.0,40.0,36.0,2.0,23.09188291845972
22,O. Zawada,400000,62,67,56.0,62.0,51.0,34.0,46.0,51.0,60.0,54.0,1.0,22.28247738194314
19,L. Ndukwu,650000,62,77,68.0,58.0,58.0,41.0,58.0,55.0,76.0,70.0,1.0,22.8071884715198
17,M. Mudryk,650000,62,84,71.0,50.0,53.0,54.0,53.0,59.0,81.0,82.0,1.0,19.785168217860733
23,V. Belon,290000,62,67,20.0,12.0,32.0,27.0,50.0,19.0,49.0,43.0,1.0,23.717173171355185
20,Callejón,525000,62,74,63.0,54.0,72.0,71.0,47.0,58.0,57.0,63.0,1.0,20.327384484406355
24,R. Edwards,375000,62,65,60.0,51.0,60.0,58.0,55.0,54.0,80.0,79.0,1.0,23.755218419470943
27,A. Khrees,250000,62,62,59.0,45.0,57.0,53.0,50.0,50.0,74.0,77.0,1.0,23.09188291845972
24,O. Hawsawi,325000,62,66,31.0,19.0,42.0,34.0,49.0,34.0,60.0,53.0,1.0,24.67351873479257
23,M. Owusu,425000,62,69,69.0,58.0,61.0,51.0,57.0,45.0,74.0,80.0,1.0,21.24537582408498
23,L. Hurtado,425000,62,69,62.0,59.0,53.0,45.0,54.0,49.0,86.0,83.0,1.0,24.10412984091274
24,F. Ibargüen,375000,62,69,42.0,35.0,44.0,37.0,47.0,39.0,66.0,63.0,1.0,23.04766681981956
23,A. Boniotti,350000,62,67,58.0,34.0,54.0,51.0,55.0,57.0,73.0,70.0,1.0,22.8071884715198
32,Y. Kobayashi,170000,62,62,46.0,22.0,56.0,52.0,67.0,35.0,56.0,54.0,1.0,23.46234586361445
23,A. Porcino,400000,62,71,58.0,27.0,54.0,33.0,45.0,40.0,74.0,72.0,1.0,23.169473307757965
32,G. MacKenzie,170000,62,62,28.0,23.0,52.0,42.0,52.0,39.0,33.0,41.0,1.0,22.87115685342481
21,Pedro López,450000,62,73,35.0,23.0,55.0,38.0,58.0,37.0,46.0,53.0,1.0,22.111268712333345
20,J. Livolant,575000,62,75,63.0,53.0,66.0,59.0,42.0,59.0,64.0,69.0,1.0,22.74643517152081
29,D. Avdić,290000,62,62,59.0,57.0,64.0,59.0,61.0,64.0,39.0,43.0,1.0,24.72549598646944
28,Zhu Baojie,300000,62,62,62.0,55.0,63.0,57.0,65.0,64.0,61.0,68.0,1.0,21.119365416762527
26,P. Mingoia,325000,62,62,59.0,54.0,54.0,59.0,54.0,62.0,84.0,74.0,1.0,24.13004124545533
23,J. Hernández,375000,62,65,65.0,54.0,62.0,58.0,56.0,55.0,68.0,66.0,1.0,22.404001099142366
27,C. Butcher,350000,62,63,60.0,55.0,62.0,62.0,60.0,58.0,67.0,64.0,1.0,23.48347668628339
23,S. Antonio,325000,62,70,17.0,16.0,25.0,24.0,50.0,11.0,40.0,42.0,1.0,22.6921237384052
26,D. Santa,300000,62,64,58.0,37.0,68.0,64.0,45.0,66.0,62.0,64.0,1.0,23.46234586361445
23,H. Ishige,400000,62,67,65.0,49.0,61.0,55.0,64.0,57.0,67.0,66.0,1.0,23.784833216192744
32,M. Woolford,240000,62,62,62.0,57.0,63.0,61.0,58.0,59.0,60.0,60.0,1.0,22.09108402055338
23,C. Højer Nielsen,350000,62,69,62.0,48.0,58.0,51.0,56.0,52.0,75.0,77.0,1.0,23.04766681981956
30,Yeo Seong Hae,230000,62,62,23.0,19.0,29.0,27.0,55.0,34.0,43.0,54.0,1.0,23.62308266100644
21,E. Ortega,475000,62,72,60.0,33.0,69.0,64.0,55.0,62.0,65.0,60.0,1.0,19.785168217860733
24,M. Fritz,325000,62,66,39.0,34.0,58.0,56.0,58.0,46.0,58.0,55.0,1.0,22.52409460656662
27,E. Valla Dønnem,260000,62,62,56.0,42.0,62.0,58.0,48.0,53.0,64.0,64.0,1.0,23.8547835567004
22,G. Asís,450000,62,73,64.0,36.0,42.0,41.0,52.0,45.0,72.0,56.0,1.0,21.119365416762527
22,L. Abdulahi,450000,62,70,69.0,46.0,71.0,66.0,63.0,64.0,66.0,63.0,1.0,18.947997079667623
23,N. Townsend,325000,62,69,15.0,15.0,28.0,21.0,26.0,42.0,38.0,41.0,1.0,24.54773565595517
21,J. Sinclair,525000,62,73,64.0,65.0,60.0,44.0,58.0,47.0,77.0,75.0,1.0,24.270881494421847
28,B. Al Mutairi,240000,62,62,55.0,22.0,53.0,41.0,42.0,43.0,83.0,83.0,1.0,17.7644807218004
20,Sillero,475000,62,74,49.0,39.0,57.0,40.0,52.0,48.0,72.0,71.0,1.0,25.67516073008572
18,A. Gryszkiewicz,475000,62,75,53.0,28.0,55.0,48.0,55.0,44.0,68.0,66.0,1.0,23.62308266100644
21,Jon Bakero,425000,62,69,60.0,59.0,60.0,52.0,58.0,68.0,62.0,66.0,1.0,20.61159677874912
28,Gao Di,325000,62,62,58.0,66.0,43.0,36.0,55.0,54.0,64.0,74.0,1.0,23.66127181233954
24,R. Charles-Cook,270000,62,65,24.0,12.0,16.0,14.0,51.0,49.0,51.0,43.0,1.0,23.21578813236839
27,Kim Do Hyung,325000,62,62,63.0,63.0,52.0,43.0,42.0,47.0,81.0,78.0,1.0,21.50233987908856
22,D. Mazzocco,400000,62,67,59.0,49.0,68.0,64.0,59.0,60.0,67.0,64.0,1.0,23.62308266100644
20,J. Koutroumbis,425000,62,72,58.0,22.0,53.0,48.0,63.0,46.0,67.0,65.0,1.0,21.822045108259765
23,J. Pretel,350000,62,68,55.0,29.0,46.0,25.0,51.0,35.0,76.0,70.0,1.0,23.46234586361445
20,Guerrero,375000,62,70,61.0,39.0,57.0,49.0,45.0,49.0,66.0,67.0,1.0,24.04809097532744
23,K. Nowak,400000,62,66,65.0,56.0,56.0,55.0,49.0,55.0,80.0,81.0,1.0,22.421021220569155
19,J. Kade,650000,62,79,65.0,56.0,67.0,57.0,51.0,61.0,70.0,67.0,1.0,20.64101582098486
22,W. Miller,475000,62,71,61.0,58.0,64.0,62.0,48.0,54.0,74.0,71.0,1.0,23.567307089843418
20,B. Šerbečić,600000,62,76,41.0,19.0,55.0,51.0,46.0,28.0,64.0,63.0,1.0,21.42339391661521
21,G. Fuentes,400000,62,71,55.0,39.0,54.0,49.0,56.0,48.0,77.0,79.0,1.0,22.732802819236685
27,J. Coppens,250000,62,64,17.0,11.0,25.0,21.0,25.0,20.0,43.0,42.0,1.0,21.98937731208796
23,L. Maniero,300000,62,68,13.0,12.0,28.0,25.0,49.0,30.0,41.0,39.0,1.0,25.15278406518787
29,S. Antonijevic,240000,62,62,31.0,23.0,42.0,23.0,52.0,33.0,36.0,34.0,1.0,22.42403285528524
19,J. Zwarts,650000,62,77,66.0,65.0,54.0,39.0,51.0,50.0,77.0,84.0,1.0,21.49933261882236
29,Sun Shilin,240000,62,62,59.0,34.0,57.0,58.0,45.0,43.0,71.0,70.0,1.0,22.8071884715198
23,L. Rodríguez,350000,62,68,40.0,19.0,45.0,33.0,48.0,31.0,64.0,63.0,1.0,20.89535552147065
29,R. Fergonzi,300000,62,62,65.0,68.0,42.0,34.0,50.0,43.0,48.0,53.0,1.0,24.67351873479257
22,M. Makasi,425000,62,69,61.0,52.0,65.0,58.0,50.0,57.0,70.0,72.0,1.0,22.179094496170023
29,A. Pelvas,300000,62,62,61.0,63.0,54.0,45.0,58.0,52.0,73.0,77.0,1.0,23.717173171355185
24,T. Rocha,350000,62,67,51.0,42.0,59.0,58.0,59.0,55.0,68.0,71.0,1.0,24.340963531183927
